Mod:Item:MetaData, Localized Name
mekanism:basicblock2:4, Elite Induction Provider
mekanism:basicblock2:4, Ultimate Induction Provider
mekanism:basicblock2:5, Superheating Element
mekanism:basicblock2:6, Pressure Disperser
mekanism:basicblock2:7, Boiler Casing
mekanism:basicblock2:8, Boiler Valve
mekanism:basicblock2:9, Security Desk
mekanism:machineblock:0, Enrichment Chamber
mekanism:machineblock:1, Osmium Compressor
mekanism:machineblock:2, Combiner
mekanism:machineblock:3, Crusher
mekanism:machineblock:4, Digital Miner
mekanism:machineblock:5, Basic Smelting Factory
mekanism:machineblock:5, Basic Enriching Factory
mekanism:machineblock:5, Basic Crushing Factory
mekanism:machineblock:5, Basic Compressing Factory
mekanism:machineblock:5, Basic Combining Factory
mekanism:machineblock:5, Basic Purifying Factory
mekanism:machineblock:5, Basic Injecting Factory
mekanism:machineblock:5, Basic Infusing Factory
mekanism:machineblock:5, Basic Sawing Factory
mekanism:machineblock:6, Advanced Smelting Factory
mekanism:machineblock:6, Advanced Enriching Factory
mekanism:machineblock:6, Advanced Crushing Factory
mekanism:machineblock:6, Advanced Compressing Factory
mekanism:machineblock:6, Advanced Combining Factory
mekanism:machineblock:6, Advanced Purifying Factory
mekanism:machineblock:6, Advanced Injecting Factory
mekanism:machineblock:6, Advanced Infusing Factory
mekanism:machineblock:6, Advanced Sawing Factory
mekanism:machineblock:7, Elite Smelting Factory
mekanism:machineblock:7, Elite Enriching Factory
mekanism:machineblock:7, Elite Crushing Factory
mekanism:machineblock:7, Elite Compressing Factory
mekanism:machineblock:7, Elite Combining Factory
mekanism:machineblock:7, Elite Purifying Factory
mekanism:machineblock:7, Elite Injecting Factory
mekanism:machineblock:7, Elite Infusing Factory
mekanism:machineblock:7, Elite Sawing Factory
mekanism:machineblock:8, Metallurgic Infuser
mekanism:machineblock:9, Purification Chamber
mekanism:machineblock:10, Energized Smelter
mekanism:machineblock:11, Teleporter
mekanism:machineblock:12, Electric Pump
mekanism:machineblock:13, Personal Chest
mekanism:machineblock:14, Chargepad
mekanism:machineblock:15, Logistical Sorter
mekanism:machineblock2:0, Rotary Condensentrator
mekanism:machineblock2:1, Chemical Oxidizer
mekanism:machineblock2:2, Chemical Infuser
mekanism:machineblock2:3, Chemical Injection Chamber
mekanism:machineblock2:4, Electrolytic Separator
mekanism:machineblock2:5, Precision Sawmill
mekanism:machineblock2:6, Chemical Dissolution Chamber
mekanism:machineblock2:7, Chemical Washer
mekanism:machineblock2:8, Chemical Crystallizer
mekanism:machineblock2:9, Seismic Vibrator
mekanism:machineblock2:10, Pressurized Reaction Chamber
mekanism:machineblock2:11, Basic Fluid Tank
mekanism:machineblock2:11, Advanced Fluid Tank
mekanism:machineblock2:11, Elite Fluid Tank
mekanism:machineblock2:11, Ultimate Fluid Tank
mekanism:machineblock2:11, Creative Fluid Tank
mekanism:machineblock2:12, Fluidic Plenisher
mekanism:machineblock2:13, Laser
mekanism:machineblock2:14, Laser Amplifier
mekanism:machineblock2:15, Laser Tractor Beam
mekanism:machineblock3:0, Quantum Entangloporter
mekanism:machineblock3:1, Solar Neutron Activator
mekanism:machineblock3:3, Oredictionificator
mekanism:machineblock3:4, Resistive Heater
mekanism:machineblock3:5, Formulaic Assemblicator
mekanism:machineblock3:6, Fuelwood Heater
mekanism:oreblock:0, Osmium Ore
mekanism:oreblock:1, Copper Ore
mekanism:oreblock:2, Tin Ore
mekanism:energycube:0, Basic Energy Cube
mekanism:energycube:0, Basic Energy Cube
mekanism:energycube:0, Advanced Energy Cube
mekanism:energycube:0, Advanced Energy Cube
mekanism:energycube:0, Elite Energy Cube
mekanism:energycube:0, Elite Energy Cube
mekanism:energycube:0, Ultimate Energy Cube
mekanism:energycube:0, Ultimate Energy Cube
mekanism:energycube:0, Creative Energy Cube
mekanism:energycube:0, Creative Energy Cube
mekanism:transmitter:0, Basic Universal Cable
mekanism:transmitter:0, Advanced Universal Cable
mekanism:transmitter:0, Elite Universal Cable
mekanism:transmitter:0, Ultimate Universal Cable
mekanism:transmitter:1, Basic Mechanical Pipe
mekanism:transmitter:1, Advanced Mechanical Pipe
mekanism:transmitter:1, Elite Mechanical Pipe
mekanism:transmitter:1, Ultimate Mechanical Pipe
mekanism:transmitter:2, Basic Pressurized Tube
mekanism:transmitter:2, Advanced Pressurized Tube
mekanism:transmitter:2, Elite Pressurized Tube
mekanism:transmitter:2, Ultimate Pressurized Tube
mekanism:transmitter:3, Basic Logistical Transporter
mekanism:transmitter:3, Advanced Logistical Transporter
mekanism:transmitter:3, Elite Logistical Transporter
mekanism:transmitter:3, Ultimate Logistical Transporter
mekanism:transmitter:4, Restrictive Transporter
mekanism:transmitter:5, Diversion Transporter
mekanism:transmitter:6, Basic Thermodynamic Conductor
mekanism:transmitter:6, Advanced Thermodynamic Conductor
mekanism:transmitter:6, Elite Thermodynamic Conductor
mekanism:transmitter:6, Ultimate Thermodynamic Conductor
mekanism:obsidiantnt, Obsidian TNT
mekanism:boundingblock, Bounding Block
mekanism:gastank:0, Basic Gas Tank
mekanism:gastank:0, Advanced Gas Tank
mekanism:gastank:0, Elite Gas Tank
mekanism:gastank:0, Ultimate Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:cardboardbox, Cardboard Box
mekanism:glowpanel:0, §8Black Glow Panel
mekanism:glowpanel:1, §cRed Glow Panel
mekanism:glowpanel:2, §2Green Glow Panel
mekanism:glowpanel:3, §6Brown Glow Panel
mekanism:glowpanel:4, §1Blue Glow Panel
mekanism:glowpanel:5, §5Purple Glow Panel
mekanism:glowpanel:6, §3Cyan Glow Panel
mekanism:glowpanel:7, §7Light Grey Glow Panel
mekanism:glowpanel:8, §8Grey Glow Panel
mekanism:glowpanel:9, §dPink Glow Panel
mekanism:glowpanel:10, §aLime Glow Panel
mekanism:glowpanel:11, §eYellow Glow Panel
mekanism:glowpanel:12, §9Light Blue Glow Panel
mekanism:glowpanel:13, §dMagenta Glow Panel
mekanism:glowpanel:14, §6Orange Glow Panel
mekanism:glowpanel:15, §fWhite Glow Panel
mekanism:plasticblock:0, §8Black Plastic Block
mekanism:plasticblock:1, §cRed Plastic Block
mekanism:plasticblock:2, §2Green Plastic Block
mekanism:plasticblock:3, §6Brown Plastic Block
mekanism:plasticblock:4, §1Blue Plastic Block
mekanism:plasticblock:5, §5Purple Plastic Block
mekanism:plasticblock:6, §3Cyan Plastic Block
mekanism:plasticblock:7, §7Light Grey Plastic Block
mekanism:plasticblock:8, §8Grey Plastic Block
mekanism:plasticblock:9, §dPink Plastic Block
mekanism:plasticblock:10, §aLime Plastic Block
mekanism:plasticblock:11, §eYellow Plastic Block
mekanism:plasticblock:12, §9Light Blue Plastic Block
mekanism:plasticblock:13, §dMagenta Plastic Block
mekanism:plasticblock:14, §6Orange Plastic Block
mekanism:plasticblock:15, §fWhite Plastic Block
mekanism:slickplasticblock:0, §8Black Slick Plastic Block
mekanism:slickplasticblock:1, §cRed Slick Plastic Block
mekanism:slickplasticblock:2, §2Green Slick Plastic Block
mekanism:slickplasticblock:3, §6Brown Slick Plastic Block
mekanism:slickplasticblock:4, §1Blue Slick Plastic Block
mekanism:slickplasticblock:5, §5Purple Slick Plastic Block
mekanism:slickplasticblock:6, §3Cyan Slick Plastic Block
mekanism:slickplasticblock:7, §7Light Grey Slick Plastic Block
mekanism:slickplasticblock:8, §8Grey Slick Plastic Block
mekanism:slickplasticblock:9, §dPink Slick Plastic Block
mekanism:slickplasticblock:10, §aLime Slick Plastic Block
mekanism:slickplasticblock:11, §eYellow Slick Plastic Block
mekanism:slickplasticblock:12, §9Light Blue Slick Plastic Block
mekanism:slickplasticblock:13, §dMagenta Slick Plastic Block
mekanism:slickplasticblock:14, §6Orange Slick Plastic Block
mekanism:slickplasticblock:15, §fWhite Slick Plastic Block
mekanism:glowplasticblock:0, §8Black Plastic Glow Block
mekanism:glowplasticblock:1, §cRed Plastic Glow Block
mekanism:glowplasticblock:2, §2Green Plastic Glow Block
mekanism:glowplasticblock:3, §6Brown Plastic Glow Block
mekanism:glowplasticblock:4, §1Blue Plastic Glow Block
mekanism:glowplasticblock:5, §5Purple Plastic Glow Block
mekanism:glowplasticblock:6, §3Cyan Plastic Glow Block
mekanism:glowplasticblock:7, §7Light Grey Plastic Glow Block
mekanism:glowplasticblock:8, §8Grey Plastic Glow Block
mekanism:glowplasticblock:9, §dPink Plastic Glow Block
mekanism:glowplasticblock:10, §aLime Plastic Glow Block
mekanism:glowplasticblock:11, §eYellow Plastic Glow Block
mekanism:glowplasticblock:12, §9Light Blue Plastic Glow Block
mekanism:glowplasticblock:13, §dMagenta Plastic Glow Block
mekanism:glowplasticblock:14, §6Orange Plastic Glow Block
mekanism:glowplasticblock:15, §fWhite Plastic Glow Block
mekanism:reinforcedplasticblock:0, §8Black Reinforced Plastic Block
mekanism:reinforcedplasticblock:1, §cRed Reinforced Plastic Block
mekanism:reinforcedplasticblock:2, §2Green Reinforced Plastic Block
mekanism:reinforcedplasticblock:3, §6Brown Reinforced Plastic Block
mekanism:reinforcedplasticblock:4, §1Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:5, §5Purple Reinforced Plastic Block
mekanism:reinforcedplasticblock:6, §3Cyan Reinforced Plastic Block
mekanism:reinforcedplasticblock:7, §7Light Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:8, §8Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:9, §dPink Reinforced Plastic Block
mekanism:reinforcedplasticblock:10, §aLime Reinforced Plastic Block
mekanism:reinforcedplasticblock:11, §eYellow Reinforced Plastic Block
mekanism:reinforcedplasticblock:12, §9Light Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:13, §dMagenta Reinforced Plastic Block
mekanism:reinforcedplasticblock:14, §6Orange Reinforced Plastic Block
mekanism:reinforcedplasticblock:15, §fWhite Reinforced Plastic Block
mekanism:roadplasticblock:0, §8Black Plastic Road
mekanism:roadplasticblock:1, §cRed Plastic Road
mekanism:roadplasticblock:2, §2Green Plastic Road
mekanism:roadplasticblock:3, §6Brown Plastic Road
mekanism:roadplasticblock:4, §1Blue Plastic Road
mekanism:roadplasticblock:5, §5Purple Plastic Road
mekanism:roadplasticblock:6, §3Cyan Plastic Road
mekanism:roadplasticblock:7, §7Light Grey Plastic Road
mekanism:roadplasticblock:8, §8Grey Plastic Road
mekanism:roadplasticblock:9, §dPink Plastic Road
mekanism:roadplasticblock:10, §aLime Plastic Road
mekanism:roadplasticblock:11, §eYellow Plastic Road
mekanism:roadplasticblock:12, §9Light Blue Plastic Road
mekanism:roadplasticblock:13, §dMagenta Plastic Road
mekanism:roadplasticblock:14, §6Orange Plastic Road
mekanism:roadplasticblock:15, §fWhite Plastic Road
mekanism:plasticfence:0, §8Black Plastic Barrier
mekanism:plasticfence:1, §cRed Plastic Barrier
mekanism:plasticfence:2, §2Green Plastic Barrier
mekanism:plasticfence:3, §6Brown Plastic Barrier
mekanism:plasticfence:4, §1Blue Plastic Barrier
mekanism:plasticfence:5, §5Purple Plastic Barrier
mekanism:plasticfence:6, §3Cyan Plastic Barrier
mekanism:plasticfence:7, §7Light Grey Plastic Barrier
mekanism:plasticfence:8, §8Grey Plastic Barrier
mekanism:plasticfence:9, §dPink Plastic Barrier
mekanism:plasticfence:10, §aLime Plastic Barrier
mekanism:plasticfence:11, §eYellow Plastic Barrier
mekanism:plasticfence:12, §9Light Blue Plastic Barrier
mekanism:plasticfence:13, §dMagenta Plastic Barrier
mekanism:plasticfence:14, §6Orange Plastic Barrier
mekanism:plasticfence:15, §fWhite Plastic Barrier
mekanism:saltblock, Salt Block
jurassicraft:ancient_item_holding_block, Ancient Item Holding Block
jurassicraft:hind_leg_bones:3, Brachiosaurus Hind Leg Bones
jurassicraft:hind_leg_bones:13, Parasaurolophus Hind Leg Bones
jurassicraft:hind_leg_bones:19, Triceratops Hind Leg Bones
jurassicraft:disc_reader, Disc Drive
jurassicraft:ginkgo_stairs, Ginkgo Stairs
jurassicraft:wild_potato_seeds, Wild Potato Seeds
jurassicraft:car_chassis, Car Chassis
jurassicraft:shoulder_fresh:3, Fresh Brachiosaurus Shoulder
jurassicraft:shoulder_fresh:7, Fresh Dilophosaurus Shoulder
jurassicraft:shoulder_fresh:9, Fresh Gallimimus Shoulder
jurassicraft:shoulder_fresh:2, Fresh Microraptor Shoulder
jurassicraft:shoulder_fresh:4, Fresh Mussaurus Shoulder
jurassicraft:orontium_mackii, Orontium Mackii
jurassicraft:liriodendrites, Liriodendrites
jurassicraft:skull:3, Brachiosaurus Skull
jurassicraft:skull:1, Coelacanth Skull
jurassicraft:skull:7, Dilophosaurus Skull
jurassicraft:skull:9, Gallimimus Skull
jurassicraft:skull:2, Microraptor Skull
jurassicraft:skull:4, Mussaurus Skull
jurassicraft:skull:13, Parasaurolophus Skull
jurassicraft:skull:19, Triceratops Skull
jurassicraft:skull:20, Tyrannosaurus Skull
jurassicraft:skull:0, Velociraptor Skull
jurassicraft:ginkgo_door, Ginkgo Door
jurassicraft:dna_sequencer, DNA Sequencer
jurassicraft:second_dorsal_fin_fresh:1, Fresh Coelacanth Second Dorsal Fin
jurassicraft:embryonic_machine, Embryonic Machine
jurassicraft:pelvis:3, Brachiosaurus Pelvis
jurassicraft:pelvis:7, Dilophosaurus Pelvis
jurassicraft:pelvis:9, Gallimimus Pelvis
jurassicraft:pelvis:2, Microraptor Pelvis
jurassicraft:pelvis:4, Mussaurus Pelvis
jurassicraft:pelvis:13, Parasaurolophus Pelvis
jurassicraft:pelvis:19, Triceratops Pelvis
jurassicraft:pelvis:20, Tyrannosaurus Pelvis
jurassicraft:wild_potato, Wild Potato
jurassicraft:araucaria_door, Araucaria Door
jurassicraft:caudal_fin:1, Coelacanth Caudal Fin
jurassicraft:fine_net, Fine Net
jurassicraft:ginkgo_slab:0, Ginkgo Slab
jurassicraft:crickets, Crickets
jurassicraft:bug_crate, Bug Farming Crate
jurassicraft:araucaria_fence_gate, Araucaria Fence Gate
jurassicraft:calamites_door, Calamites Door
jurassicraft:claw_fresh:0, Fresh Velociraptor Claw
jurassicraft:psaronius_log, Psaronius Log
jurassicraft:neck_vertebrae:3, Brachiosaurus Neck Vertebrae
jurassicraft:neck_vertebrae:9, Gallimimus Neck Vertebrae
jurassicraft:neck_vertebrae:2, Microraptor Neck Vertebrae
jurassicraft:neck_vertebrae:4, Mussaurus Neck Vertebrae
jurassicraft:neck_vertebrae:13, Parasaurolophus Neck Vertebrae
jurassicraft:neck_vertebrae:19, Triceratops Neck Vertebrae
jurassicraft:neck_vertebrae:20, Tyrannosaurus Neck Vertebrae
jurassicraft:neck_vertebrae:0, Velociraptor Neck Vertebrae
jurassicraft:phoenix_sapling, Phoenix Sapling
jurassicraft:neck_fresh:7, Fresh Dilophosaurus Neck
jurassicraft:car_tire, Car Tire
jurassicraft:hatched_egg:0, Hatched Velociraptor Egg
jurassicraft:gypsum_stone, Gypsum Stone
jurassicraft:calamites_log, Calamites Log
jurassicraft:spine:1, Coelacanth Spine
jurassicraft:ginkgo_log_petrified, Petrified Ginkgo Log
jurassicraft:cleaning_station, Cleaning Station
jurassicraft:fun_fries, Fun Fries
jurassicraft:cockroaches, Cockroaches
jurassicraft:calamites_planks, Calamites Planks
jurassicraft:iron_rod, Iron Rod
jurassicraft:clear_glass, Clear Glass
jurassicraft:ginkgo_sapling, Ginkgo Sapling
jurassicraft:paleo_bale_cycad, Cycad Prehistoric Plant Bale
jurassicraft:phoenix_fruit, Phoenix Fruit
jurassicraft:wild_onion, Wild Onion
jurassicraft:dictyophyllum, Dictyophyllum
jurassicraft:disc_dont_move_a_muscle, JurassiCraft Record
jurassicraft:araucaria_log_petrified, Petrified Araucaria Log
jurassicraft:woolly_stalked_begonia, Woolly-stalked Begonia
jurassicraft:dna_combinator_hybridizer, DNA Combinator-Hybridizer
jurassicraft:pregnancy_test, Pregnancy Test
jurassicraft:ginkgo_fence_gate, Ginkgo Fence Gate
jurassicraft:rhamnus_salicifolius, Rhamnus Salicifolius
jurassicraft:west_indian_lilac, West Indian Lilac
jurassicraft:plant_fossil, Plant Fossil
jurassicraft:paleo_bale_other, Prehistoric Plant Bale
jurassicraft:dicroidium_zuberi, Dicroidium Zuberi
jurassicraft:paleo_bale_cycadeoidea, Bennettitalean Prehistoric Plant Bale
jurassicraft:stylophyllopsis_coral, Stylophyllopsis
jurassicraft:petri_dish, Petri Dish
jurassicraft:ginkgo_log, Ginkgo Log
jurassicraft:skull_fresh:3, Fresh Brachiosaurus Skull
jurassicraft:skull_fresh:1, Fresh Coelacanth Skull
jurassicraft:skull_fresh:7, Fresh Dilophosaurus Skull
jurassicraft:skull_fresh:9, Fresh Gallimimus Skull
jurassicraft:skull_fresh:2, Fresh Microraptor Skull
jurassicraft:skull_fresh:4, Fresh Mussaurus Skull
jurassicraft:skull_fresh:13, Fresh Parasaurolophus Skull
jurassicraft:skull_fresh:19, Fresh Triceratops Skull
jurassicraft:skull_fresh:20, Fresh Tyrannosaurus Skull
jurassicraft:skull_fresh:0, Fresh Velociraptor Skull
jurassicraft:phoenix_leaves, Phoenix Leaves
jurassicraft:laser, Laser
jurassicraft:phoenix_door, Phoenix Door
jurassicraft:araucaria_stairs, Araucaria Stairs
jurassicraft:field_guide, InGen Field Guide
jurassicraft:calamites_log_petrified, Petrified Calamites Log
jurassicraft:basic_circuit, Basic Circuit
jurassicraft:neck_vertebrae_fresh:3, Fresh Brachiosaurus Neck Vertebrae
jurassicraft:neck_vertebrae_fresh:9, Fresh Gallimimus Neck Vertebrae
jurassicraft:neck_vertebrae_fresh:2, Fresh Microraptor Neck Vertebrae
jurassicraft:neck_vertebrae_fresh:4, Fresh Mussaurus Neck Vertebrae
jurassicraft:neck_vertebrae_fresh:13, Fresh Parasaurolophus Neck Vertebrae
jurassicraft:neck_vertebrae_fresh:19, Fresh Triceratops Neck Vertebrae
jurassicraft:neck_vertebrae_fresh:20, Fresh Tyrannosaurus Neck Vertebrae
jurassicraft:neck_vertebrae_fresh:0, Fresh Velociraptor Neck Vertebrae
jurassicraft:unfinished_car, Unfinished Car
jurassicraft:leg_bones_fresh:7, Fresh Dilophosaurus Leg Bones
jurassicraft:leg_bones_fresh:9, Fresh Gallimimus Leg Bones
jurassicraft:leg_bones_fresh:2, Fresh Microraptor Leg Bones
jurassicraft:leg_bones_fresh:4, Fresh Mussaurus Leg Bones
jurassicraft:leg_bones_fresh:20, Fresh Tyrannosaurus Leg Bones
jurassicraft:leg_bones_fresh:0, Fresh Velociraptor Leg Bones
jurassicraft:rhacophyton, Rhacophyton
jurassicraft:psaronius_planks, Psaronius Planks
jurassicraft:psaronius_door, Psaronius Door
jurassicraft:growth_serum, Growth Serum
jurassicraft:rhamnus_salicifolius_berries, Rhamnus Salicifolius Berries
jurassicraft:encased_fossil_0:0, Encased Velociraptor Fossil
jurassicraft:encased_fossil_0:1, Encased Coelacanth Fossil
jurassicraft:encased_fossil_0:2, Encased Microraptor Fossil
jurassicraft:encased_fossil_0:3, Encased Brachiosaurus Fossil
jurassicraft:encased_fossil_0:4, Encased Mussaurus Fossil
jurassicraft:encased_fossil_0:7, Encased Dilophosaurus Fossil
jurassicraft:encased_fossil_0:9, Encased Gallimimus Fossil
jurassicraft:encased_fossil_0:13, Encased Parasaurolophus Fossil
jurassicraft:araucaria_double_slab:0, Araucaria Slab
jurassicraft:phoenix_fence_gate, Phoenix Fence Gate
jurassicraft:reinforced_stone, Reinforced Stone
jurassicraft:skull_display_block, tile.skull_display_block.name
jurassicraft:plant_soft_tissue:0, Ajuginucula Smithii Soft Tissue
jurassicraft:plant_soft_tissue:25, Araucaria Soft Tissue
jurassicraft:plant_soft_tissue:34, Aulopora Soft Tissue
jurassicraft:plant_soft_tissue:6, Cycadeoidea Soft Tissue
jurassicraft:plant_soft_tissue:27, Bristle Fern Soft Tissue
jurassicraft:plant_soft_tissue:2, Calamites Soft Tissue
jurassicraft:plant_soft_tissue:26, Cinnamon Fern Soft Tissue
jurassicraft:plant_soft_tissue:35, Cladochonus Soft Tissue
jurassicraft:plant_soft_tissue:7, Cry Pansy Soft Tissue
jurassicraft:plant_soft_tissue:9, Zamites Soft Tissue
jurassicraft:plant_soft_tissue:10, Dicksonia Soft Tissue
jurassicraft:plant_soft_tissue:12, Dicroidium Zuberi Soft Tissue
jurassicraft:plant_soft_tissue:13, Dictyophyllum Soft Tissue
jurassicraft:plant_soft_tissue:33, Enallhelia Soft Tissue
jurassicraft:plant_soft_tissue:21, Encephalartos Soft Tissue
jurassicraft:plant_soft_tissue:5, Ginkgo Soft Tissue
jurassicraft:plant_soft_tissue:32, Graminidites Bambusoides Soft Tissue
jurassicraft:plant_soft_tissue:38, Hippurites Radiosus Soft Tissue
jurassicraft:plant_soft_tissue:16, Ladinia Simplex Soft Tissue
jurassicraft:plant_soft_tissue:30, Largestipule Leather-root Soft Tissue
jurassicraft:plant_soft_tissue:19, Liriodendrites Soft Tissue
jurassicraft:plant_soft_tissue:36, Lithostrotion Soft Tissue
jurassicraft:plant_soft_tissue:17, Orontium Mackii Soft Tissue
jurassicraft:plant_soft_tissue:23, Phoenix Soft Tissue
jurassicraft:plant_soft_tissue:22, Psaronius Soft Tissue
jurassicraft:plant_soft_tissue:20, Raphaelia Soft Tissue
jurassicraft:plant_soft_tissue:31, Rhacophyton Soft Tissue
jurassicraft:plant_soft_tissue:40, Rhamnus Salifocifus Soft Tissue
jurassicraft:plant_soft_tissue:8, Scaly Tree Fern Soft Tissue
jurassicraft:plant_soft_tissue:15, Serenna Veriformans Soft Tissue
jurassicraft:plant_soft_tissue:3, Chain Fern Soft Tissue
jurassicraft:plant_soft_tissue:4, Cycad Soft Tissue
jurassicraft:plant_soft_tissue:1, Royal Fern Soft Tissue
jurassicraft:plant_soft_tissue:37, Stylophyllopsis Soft Tissue
jurassicraft:plant_soft_tissue:28, Tempskya Soft Tissue
jurassicraft:plant_soft_tissue:18, Umaltolepis Soft Tissue
jurassicraft:plant_soft_tissue:11, Wild Onion Soft Tissue
jurassicraft:plant_soft_tissue:24, Wild Potato Soft Tissue
jurassicraft:plant_soft_tissue:29, Woolly-stalked Begonia Soft Tissue
jurassicraft:hippurites_radiosus, tile.hippurites_radiosus.name
jurassicraft:car_windscreen, Car Windscreen
jurassicraft:fossil_grinder, Fossil Grinder
jurassicraft:tooth:3, Brachiosaurus Tooth
jurassicraft:tooth:7, Dilophosaurus Tooth
jurassicraft:tooth:2, Microraptor Tooth
jurassicraft:tooth:19, Triceratops Tooth
jurassicraft:tooth:20, Tyrannosaurus Tooth
jurassicraft:tooth:0, Velociraptor Tooth
jurassicraft:pectoral_fin_bones_fresh:1, Fresh Coelacanth Pectoral Fin Bones
jurassicraft:dart_tranquilizer, Dart Tranquilizer
jurassicraft:first_dorsal_fin_fresh:1, Fresh Coelacanth First Dorsal Fin
jurassicraft:tracker, Dinosaur Tracking Implant
jurassicraft:ladinia_simplex, Ladinia Simplex
jurassicraft:encephalartos, Encephalartos
jurassicraft:nest_fossil:0, Fossilized Nest
jurassicraft:nest_fossil:1, Fossilized Nest
jurassicraft:nest_fossil:2, Fossilized Nest
jurassicraft:ginkgo_fence, Ginkgo Fence
jurassicraft:small_royal_fern, Royal Fern
jurassicraft:raphaelia, Raphaelia
jurassicraft:ribcage:3, Brachiosaurus Ribcage
jurassicraft:ribcage:7, Dilophosaurus Ribcage
jurassicraft:ribcage:9, Gallimimus Ribcage
jurassicraft:ribcage:2, Microraptor Ribcage
jurassicraft:ribcage:4, Mussaurus Ribcage
jurassicraft:ribcage:13, Parasaurolophus Ribcage
jurassicraft:ribcage:19, Triceratops Ribcage
jurassicraft:ribcage:20, Tyrannosaurus Ribcage
jurassicraft:ribcage:0, Velociraptor Ribcage
jurassicraft:advanced_circuit, Advanced Circuit
jurassicraft:psaronius_fence, Psaronius Fence
jurassicraft:psaronius_fence_gate, Psaronius Fence Gate
jurassicraft:sea_lamprey, Sea Lamprey
jurassicraft:tour_rail_slow, Slow Tour Vehicle Track
jurassicraft:ginkgo_door_item, Ginkgo Door
jurassicraft:cycad_zamites, Zamites
jurassicraft:largestipule_leather_root, Largestipule Leather-root
jurassicraft:display_block, tile.display_block.name
jurassicraft:spine_fresh:1, Fresh Coelacanth Spine
jurassicraft:araucaria_leaves, Araucaria Leaves
jurassicraft:paleo_bale_leaves, Leaves Prehistoric Plant Bale
jurassicraft:araucaria_log, Araucaria Log
jurassicraft:disc_troodons_and_raptors, JurassiCraft Record
jurassicraft:gracilaria_seaweed, Gracilaria Plant
jurassicraft:incubator, Incubator
jurassicraft:neck:7, Dilophosaurus Neck
jurassicraft:pelvis_fresh:3, Fresh Brachiosaurus Pelvis
jurassicraft:pelvis_fresh:7, Fresh Dilophosaurus Pelvis
jurassicraft:pelvis_fresh:9, Fresh Gallimimus Pelvis
jurassicraft:pelvis_fresh:2, Fresh Microraptor Pelvis
jurassicraft:pelvis_fresh:4, Fresh Mussaurus Pelvis
jurassicraft:pelvis_fresh:13, Fresh Parasaurolophus Pelvis
jurassicraft:pelvis_fresh:19, Fresh Triceratops Pelvis
jurassicraft:pelvis_fresh:20, Fresh Tyrannosaurus Pelvis
jurassicraft:tour_rail_medium, Medium Tour Vehicle Track
jurassicraft:clear_glass_pane, Clear Glass Pane
jurassicraft:horn_fresh:19, Fresh Triceratops Horn
jurassicraft:amber:0, Mosquito in Amber
jurassicraft:amber:1, Aphid in Amber
jurassicraft:phoenix_stairs, Phoenix Stairs
jurassicraft:dna:3, Brachiosaurus DNA
jurassicraft:dna:1, Coelacanth DNA
jurassicraft:dna:7, Dilophosaurus DNA
jurassicraft:dna:9, Gallimimus DNA
jurassicraft:dna:2, Microraptor DNA
jurassicraft:dna:4, Mussaurus DNA
jurassicraft:dna:13, Parasaurolophus DNA
jurassicraft:dna:19, Triceratops DNA
jurassicraft:dna:20, Tyrannosaurus DNA
jurassicraft:dna:0, Velociraptor DNA
jurassicraft:plankton_swarm, tile.plankton_swarm.name
jurassicraft:tail_vertebrae_fresh:3, Fresh Brachiosaurus Tail Vertebrae
jurassicraft:tail_vertebrae_fresh:7, Fresh Dilophosaurus Tail Vertebrae
jurassicraft:tail_vertebrae_fresh:9, Fresh Gallimimus Tail Vertebrae
jurassicraft:tail_vertebrae_fresh:2, Fresh Microraptor Tail Vertebrae
jurassicraft:tail_vertebrae_fresh:4, Fresh Mussaurus Tail Vertebrae
jurassicraft:tail_vertebrae_fresh:13, Fresh Parasaurolophus Tail Vertebrae
jurassicraft:tail_vertebrae_fresh:19, Fresh Triceratops Tail Vertebrae
jurassicraft:tail_vertebrae_fresh:20, Fresh Tyrannosaurus Tail Vertebrae
jurassicraft:tail_vertebrae_fresh:0, Fresh Velociraptor Tail Vertebrae
jurassicraft:ajuginucula_smithii_leaves, Ajuginucula Smithii Leaves
jurassicraft:dna_extractor, DNA Extractor
jurassicraft:paleo_bale_fern, Fern Prehistoric Plant Bale
jurassicraft:horn:19, Triceratops Horn
jurassicraft:lithostrotion_coral, Lithostrotion
jurassicraft:cultivate_top:0, White Cultivator
jurassicraft:cultivate_top:1, Orange Cultivator
